uncleanedreview,decision
Awesome buy and excellent delivery time.,positive
its not bad. it comes with 20 free minutes. I had no problems working the phone either. but the down side is it came with expired coupons from 2 years ago,negative
Good value for the price! You can't go wrong paying less than nine dollars and have bluetooth and a camera. Phone slides up to unlock and reveal the keyboard.,positive
useful !!!,positive
Washed my other phone. Wanted one to fit my needs so I found a repeat. Very satisfied. Would buy again,positive
Phone came with coupons from 2011-12 so phone is an older model. Not bad for $3.59,positive
I found this fone to be a nice size and it had all the features except the mp3 player so I am unable to download music. but that is ok I feel that those ear plugs are dangerous when you are walikg down the streets of mean nasty NYC..,negative
Haven't used it yet... was purchased as a back up phone... so far I am good with it thou... we'll see...,positive
"You may turn off GPRS (mobile web/MMS) to save battery life if you do not use GPRS features. However, the option requires accessing a secret menu. This is how: Open the slider and type *#4777*8665# and a menu should pop up. Go to menu number 5, Attach Mode. Select Manual attach. OK. It will inform you that you need to restart the phone for this to take effect - do this later. Then go to menu number 2, GPRS detach. The phone will notify you that it has done the GPRS detach, which means that it is no longer connected to the GPRS network. Now restart the phone, and there should be a blue and white G at the top of the screen instead of a red and white one. Success! Of course, you may reverse this at any time by going back to the secret menu and selecting Auto attach and GPRS attach. This will NOT adversely affect your ability to add minutes to the phone via [...] or by using a minutes card purchased in a store. If blocking the browser makes you unable to add minutes directly from the phone, just GPRS attach again and you'll be fine. If you cannot remember the code, consider putting it into a note (in the tools menu) for safe keeping. Enjoy your longer battery life!",positive
"This is a really good phone if you just need a basic model for low use, or just to keep for emergencies. I've had the big phone contracts, but now, I do not need that and I cannot justify paying that bill every month for a phone that I rarely use. I previously had a samsung katalyst and before that a samsung flip phone, I love the samsung phones they are really good quality and stand up to a decent amount of abuse. This particular phone is a cheaper model, but is similar to the Katalyst that I just finished up with. So far it's been good, sound quality is good. I also want to touch on tracphone's customer service. I had to call them because the minutes I placed on my phone didn't show up on the phone after several attempts to retrieve them, Customer service was excellent! They walked be through what to do and problem solved, they were very polite and curtious as well, all around a great experience. Did have to wait on hold either; my call was answered quickly and efficently. I'm definetly happy that I decided to go with the tracphone!!!",positive
"My minutes just would evaporate on this phone. One day I would have 100 minutes and pick up the phone out of my purse and it would have 80. Then 80 to 60, then 60 to 30 and I had not made a call. Didn't know why, still don't know why unless like the other reviewers said the browser was accidentally being turned on. Tracfone replaced it first saying the phone was defective, but the new one is doing the same thing. MINUTES DISAPPEAR. When I complained was told several times by the first two women that the phone was working properly and they did their best to dismiss me. So, I asked if they were calling me a liar. Finally they decided to send me a new, different brand of phone. What irks me about this entire situation is, you KNOW they KNEW what was happening to me, yet feigned ignorance. After I told them I had been a faithful tracfone user for eight years and did not have this problem with my other phone, did their attitude change a bit. Still very upset the way they treated me, but it is typical of the way companies treat their customers these days. AT&T is worse, much worse. If I had a choice I would change. In fact, I felt like just giving up all this technology and doing without a cell phone. How much do we have to pay to be treated like garbage? Tracfone you are the pits today. It's terrible to waste so much time talking to these people, even if in the end they do what is right. I know I was on the phone way over an hour. They knew all along what it was, and kept denying there was a problem. My blood pressure I am sure was skyrocketing.",negative
"You can read on an unopened package what features a phone has but what people really need to hear is how those features you use most ""work."" It's a well built phone that I will use mostly for talking and limited texting. My main concerns about a phone are its quality and its audio performance (both incoming and outgoing). Because I have owned and used all three, I can compare this phone to the LG600G and the Motorola W376G and this one is the winner hands down! Audio is as good or better than the Motorola 376 and even better quality of construction. The 376 has a ""flimsy"" key pad not conducive to large finger tips and its silver case scratches easily. The LG600G (or at least the one I received) had POOR quality audio coming and going - nobody sounded like them self and it was not sharp and clear. Samsung produced some features you don't see in the average ""prepay plan phones."" The one I appreciate most is an added touch that speaks to the quality of Samsung products and it is the ability to adjust total sound levels up or down depending on your environment (normal, silent, driving and outdoors). They'll continue to improve as time goes on but for the present, the T301G is the best that TracFone offers and is an excellent phone.",positive
"As some of you have discovered these phones, along with many others, have a habit of accidentally dialing the browser when you place the phone in your holster and eating up lots of minutes. The simple fix is to wait about five seconds for the screen to go blank before placing the phone in the holster. This locks the keys until you press unlock then OK or slide the phone open. The browser will not dial if you wait these few seconds. It's a pain and stupid on Samsung's part but it's the only way to prevent this problem, there's no way to lock out the browser.",negative
"I found Tracfone coverage in AC 508 spotty at best, non-existent in most towns on MVY. ""Customer Service"" (as many other reviewers point out) is a joke, the operators are not only unwilling but also incapable of giving any kind of explanation why the service varies so greatly within a few hundred feet, also depending on the time of day. You may find yourself in a ""black hole"". The little Samsung works OK, the display is bright and the buttons not too responsive (except the cursed browser one). Volume control is not quite up to par. The menu to access functions is unncessarily complicated and not at all intuitive.",positive
"Read other reviews for pros/cons, but do note that the dual use charger-headset jack is not micro or mini USB. According to Samsung and a local dealer, there is no adapter available. None of the multiple adapters provided with the phone will work w/the proprietary jack. So, you cannot use your own plug-in headset or a universal external extended battery, and there are no OEM extended batteries w/cover. I was told by a dealer that post 2008 phones must have compatible micro or mini jacks, and T301g is older. If this is not an issue for you, the phone is a very good simple phone, especially once the browser is disabled. These are problems for me, and may be for you: 1. microphone quality of provided headset is significantly lower than the Plantronics I was using; 2. I am in a rural area and the battery use is higher than the previous Motorola tracfone, so other battery options are helpful; 3. bluetooth costs more than the phone, and given phone and battery life, didn't seem a worthwhile investment.",negative
"When I first tried out tracfone, I bought this phone. I got it on sale for $19.99 and it had double minutes for life. It worked so well, I got it for myself, then my wife saw it and wanted one for her. I find the battery life is actually pretty good as is the reception. This is a great little phone! UPDATE: 4-6-14: My wife wanted to go back to a Basic phone. She said she wanted a tracfone that was a flip phone, however, when she remembered that we had these from years ago, she opted to return to this Model. Great little phone!",positive
"The Samsung T301G Tracfone has many more features than stated. From a very adjustable camera. To the ability to record your own ring tone. Sending & receiving email, up to 640 x 480 graphics. The ONLY detraction is the sound quality of it's transmitted signal. (You might sound tinny to the people you call when the battery gets low.) Overall though, I give this phone high marks. You won't get a better phone at anywhere near this price.",negative
"I've used mine for several years and overall have been pleased. Don't use it much. But I have tried it in California, Florida, and the midwest and never had a dropped call. Biggest complaint is it sometimes will turn on by itself and use up power. Note that there is no card to store pictures. The best way to transfer photos from the phone is to connect it to your computer, and copy them.",positive
"Exactly the kind of mobile phone I need as a back-up emergency phone. Easy to activate online & easy to use. If you're looking for a basic phone with some nice added features, this one could be for you. I've had Samsung mobile phones in the past and have been pleased with the quality.",positive
"I was a Tracfone customer for years and have to say that this was one of the worst Tracfones that I owned. PROS: 1) Cool design 2) Easy to use interface CONS: 1) Quiet ringers 2) Phone got a terrible signal 3) Hard to hold onto- the shape of the phone is not hand friendly 4) Terrible voice quality and tons of dropped calls 5) Phone often slid open on its own After I bought this phone I was sorry that I switched from the LG 600G phone, which is easily the best Tracfone being offered.",negative
"I like this phone ""OK"". I've have simple needs and this phone works well, but I have to subtract a couple of stars because of that darn browser button that I have hit several times by accident, costing me 1/2 unit of airtime each time. It screams of a ""SCAM"" to reduce your airtime/units, and there seems to be no way to fix this issue. I also have some concern as to how durable the phone would be, should I drop it when it's not in the case I bought for it off eBay. Finally, the screen is difficult to read in sunlight. But other than these things, the phone seems to suit my needs well enough, and saves me a lot of money versus an overpriced ""gotcha"" contract plan.",negative
"The browser button is on the face of this flip phone. It often gets triggered when you try to answer a call or when you put the phone in your pocket. You get charged a minimum of 1/2 minute whenever this happens. I never use my browser, but TracPhone can not disable internet service for your handset, nor will they reimburse you for accidental triggering of this button. :(",negative
A good backup phone that can be maintained at a very low cost.,positive
"My phone had excellent reception in metro Detroit area. Fair camera quality. Bluetooth headset sync was easy. Have to pay TracFon 4min. to transfer photos :( because Bluetooth and x-fer cable is disabled. Some photos took 2 attempts (8 minutes!). Purchased the phone from my local Target, but Tracfon had to send a new SIM card to activate it. Phone started to die after 6 months; often can't turn it off. When it is off, you can see the keypad flash like it is trying to turn on. Drains the battery over night. Might go away after charging, but full or low battery does not effect problem. Tracfon will not let me just swap the SIM card to a new phone, so all the contact info will be lost :( I expected better.",positive
"So long as you don't require customer service, tracfone is fine. But if you do, expect a foretaste of hell. I really appreciate it when I say something to a rep and they proceed as if I had never said anything. And if for any reason you deserve a refund, well, say your prayers but don't expect them to be answered. I switched to another company.",positive
it's ok did not used it,positive
"This is an excellent Samsung prepaid phone. Organizes well, high quality, and perfectly priced. You really can't beat it. It's very easy to use too. The Tracfone service offers everything - from big savings each month to awesome coast to coast coverage nationwide. It has everything you need in a cell phone, but without a monthly overcharged cell phone bill. Def reccommend this phone and service to anyone looking for a great deal.",positive
Left for vacation and my LG600g phone was in the console. At 2am thought it was safe when valet parked it. GONE. Bought this phone because it had bluetooth and a couple other features the 600 didn't. BEWARE! Bluetooth will not connect to your computer for file transfer. Only for headset. Buttons hard to use. 2 steps to unlock slider. Called Tracfone Indian CS AND THEY WOULDN'T GIVE ME THE MINUTES PROMISED FROM THE 600. No answer from Emails. Returning this phone. Calling CS again shortly.,positive
"Besides being a very good phone, this Samsung phone is Bluetooth enabled, has a nice camera, and the slider is easy to use. Loaded with good features but not complicated to use.",positive
"I was very disappointed in this phone. Despite Tracfone telling me it was good in my area it did not tell me that web access or multimedia support does not work in my area. I can't send a picture, browse the web or send email. I went to tracfone to download ringtones on my computer and the download failed, but I was still charged for the ringtone. Trying to get technical support I was only allowed to buy new airtime. Phone support personnel do not have any good english speaking skills. The three calls to tech support sounded like they were in a concert hall and they could not resolve my issues. Tracfone is fine for $20 phone and text service and a 3 month card for $20-40, but using tracfone with this phone is a disappointment and I don't recommend it unless you know that web & multimedia support is available in your area.",negative
"Battery life is too short (cheap battery). Even if you do not use the phone and simply leave it ON, you will need to recharge it every 3 days. Indoor reception is poor. The phone does not work in Canada when vacationing. I will probably replace this phone after 1 year.",negative
"3 people in my family have this HORRID phone! This phone will randomly LOCK itself up. You power off one day...then BOOM. You try to turn the phone back on, and it is 'locked'. It will have a space for you to enter a passcode. GOOD LUCK guessing what it is! Customer Service at Tracfone said: "" buy a new phone"" (a.k.a. TRASH this one) ""...and we will switch your service over to it."" TRASH. GARBAGE. Stay away from this one, folks. I searched online, and it seems this is a pretty common thing for this phone. No answers for fixing this problem. TRACFONE says replacing the phone is the only option. Wish I had read THIS (or one like it) review first. Live and learn.",positive
"i like everything about the phone except it's reception - i live in an area without great reception, but my old phone worked fine. the new one only rings 1 time in 4 :(",positive
"They don't make them like this anymore, that should make you appreciate what you go. Although the one I received used did have a minor defect.",negative
Problem: phone was phased out by AT&T so i couldn't even use it or buy sim card or anything for it! AT&T should inform sellers!!,negative
This is the third phone I've purchased for my son since we switched him to AT&T. The first two were the same phone and were no good within a few months. This one has lasted him almost a year now. He likes it and I like not having to replace it all the time.,positive
"thank you so much, and thanks for everything, i need, i want, i love it, its excellent, wonderful, forever thanks",positive
It's doing good but I was expecting a charger to come with it. I had to get one to fit the phone,positive
It's exactly what I was looking for. Nice and simple. I would recommend this to anyone looking for less technical.,positive
Brand new - out of the box - I charged this phone as instructed (four hours - I gave it six) and when unplugged - black screen. I am returning to Amazon.,negative
like,positive
"Phone came and is okay, but phone was never cleared and had all previous owners information and numbers in it. Not cool.",negative
"We were looking for an attractive, pre-paid cell phone and this fit the bill. It's easy to use, has good battery life, and includes a serviceable camera. The phone is comfortable to use (something that couldn't be said for the Motorola flip phones), snaps closed with a solid feel, and the menus are straightforward. Call quality with AT&T is very good. There are two things that could be improved: there should be a way to get photos off the phone without having to send a video text message, and it would be nice to be able to import phone numbers from a PC. For the price though it's no big deal. Other than those quibbles we're very happy with the phone.",positive
"If you are looking for something simple that has great call quality this is the phone. I researched low SAR (absorbed radiation) and this was the cheapest most simple phone available. My other phone was ancient, so this feels like a huge step up. Love the speakerphone, internal antenna. The camera doesn't take super clear pictures, but my other phone didn't have a camera at all - so still a step up. Overall pleased with how it functions and quality of calls.",positive
"HIGHS- good sound quality, good reception, and decent battery life LOWS- VERY small cheap feeling plastic buttons, confusing menu, no flash",positive
I saw this phone at Best Buy for the same price but with $30 included air time,positive
"I bought this off of ""I sell things"". It is the wrong color, scratched and beat up badly! It's not worth the postage to return or exchange it! My daughter worked hard for this and got crap!",negative
"I was told on the phone, by Amazon customer support, that this phone had Bluetooth capability. The Amazon website even shows you bluetooth headsets as ""available accessories"". However, this phone doe not support either bluetooth or wireless headsets. I guess that is why it is so cheap. I had to return the phone. Inside the packaging, Samsung had a picture of a ""corded"" headset you could purchase for this phone.",positive
we havent got the phone yet but id say my dad will love it cause he has been lookin for one like it,positive
"A friend was using one of these phones, then gave it me about 6 months ago. A few days back, I just switched my sim card and went online to at&t change the ""make"" of my phone, this phone wasn't available in the list. But it works just fine, only been using it for a few days, long battery life. I just use it for the occasional call so I can't comment on the features. I do not know if there is anything else needed to get it working since mine was already used, and I would get another because I have seen some decent prices around.",positive
"Got this phone for temporary use while travelling in the US. Difficult to activate - had to call AT&T when the online activation wouldn't work - took 20 minutes on the phone with a very friendly AT&T associate to activate, mainly because I didn't save the plastic box it came in so didn't have the UPC number! Texting is a nightmare with cheap keys and no Qwerty keyboard. Menus are difficult to follow and aren't logical. I even found it difficult to answer when someone called. Can't wait to get home to my iPhone... BEst just to go to a store and buy one there already activated and ready to go. It's now known in my family as the StopPhone.",positive
"First of all I need to delete my lst review since there was much confusion when I tried to activate this phone with Verizon. This phone does not go by IMEI, it goes by DEC and HEX, the Verizon rep didn't look on Verizon guildelines as I finally did but thought it was an obsolete phone. The problem was Verizon's not the seller. The 2nd Verizon rrep got the phone activated. The seller called me and asked me to remove my negative comment which I am attempting to do. I ended up returning the phone because it wouldn't hold the charge. The seller generously gave me not only my sale price but refunded both postage to and from the seller.",negative
"The phone arrived with some scratches on the front and back, and I was a little disappointed when I saw the keypad was weathered and worn more than I'd like, but considering it's an 8+ year old phone, it's in very good condition. The screen, dial pad, speaker, everything works as it should. Had no problem activating it on to my existing verizon account. The included charger works great, however the battery was pretty weak, it only lasts about 10 hours or so on a full charge. Just order a replacement battery to be safe, (they're a few bucks) the phone lasts for days now with the new battery. Good phone though, good seller",positive
"I have this "" sane phone "" in "" Paris Hilton Red "". The Phone is "" Simply Awesome "" . Has "" All Great Cell Phone Features '. I Love It some much ---------- I'm "" soon going to pruchase this same phone again "" ! Would recommend this order and cell phone to "" Any And All Amazon Cusotmers "" Sinply Becasue It Is A Superior Cell Phone "" !",positive
"After only having this phone for a month it won't charge. First of all I ordered a pink one for my daughter and it arrived in silver. The charger that was included was clearly not the factory Motorola charger. When I plug in the phone now it displays a message saying that it is unable to charge. I have not tried an alternate charger yet, but I shouldn't have to. The one that came with the phone should work.",positive
The phone I ordered was suppose to be pink and is bright red. The condition on the item description was good and the one I received states average on the order sheet because the back of the phone is scratched up. This was also a christmas gift that now will not be on time. Huge dissapointment!!!!!,positive
"DISAPOINTED! phone was great, but the ""new"" battery wouldn't hold a charge long before dying. This was for my 78 yr old disabled dad and he can't use it. Too much of a hassle spent charging all the time.",positive
"Horrible purchase. Came today and first thing I noticed is it is far from ""like new"". Looks like my 5 yr old has been playing with it a few yrs. Avoid at all costs. I guess its cheap for a reason. Dont waste your money",positive
Verizon cannot hook up that phone any more. Too old and not powerful enough. Verizon said no more with those phones. You shipped what I asked for so not your fault.,negative
Lovely memories are in my hand!,positive
"Bought this phone used (but claimed to be refurbished), and it was supposed to be fully tested and functional. It is not. First, the battery would not hold a charge, so bought a new OEM battery. Plugged it into the supplied (with the phone) charger, and received an error message that the charger was not an authorized Motorola charger. Bought a new charger (now we;'re up to $28.99 for the phone, $6.22 for the OEM battery, and $3.50 for the new charger. The phone refuses to work. Was able to activate it over the internet via computer, but the phone itself has internal problems. It starts, then flickers and dies. Repeated attempts to make it work were useless. Even tried using the phone with the charger still plugged in, and no luck. It lights up, flickers, and then dies, over and over. This phone was not refurbished, nor even tested. It's used, and its internals do not work properly. By the time I got the new battery, and then waited for the new charger and finally was able to use the phone, it was too late to take any action about the phone's failure to even operate in basic mode. I've got what amounts to a $40 paperweight. Be very wary about buying used phones, esp those that claim to be ""refurbished"" and fully functional. You get what you pay for, and in the case of used, or refurbished phones, you're taking a big risk that it'll even work, much less be fully functional. Lesson learned. No more used phones, nor dealing with sellers of these products.",negative
the cell phone is broken,negative
Got it in the mail way way late and then I charged it over night. I went to turn it on and it would light up on the front screen but only for a second and then go black. I never could get it to turn on and wasn't able to hook it up to the line I needed it on. Returns take forever and I really needed a phone so I wound up having to just buy another one. Money doesn't grow on trees. When you buy a product that they guarantee is in working condition they should make sure it is.,positive
I bought this for my mom. She had a smartphone but didn't like it. She loves this phone and it isn't in to bad of condition. It can be a little glitchy at times and had also turned off for no reason a couple times. The charging port is very loose and that could be reason it randomly turns off. It is a used phone and I dont think I would get another one.,negative
Bad battery and other problems,negative
"Nice phone, suck company.",negative
"This phone was advertised as Used - Mint Condition!!! When I received it, the phone looked like new and I was very excited to put the battery in and let it charge before calling my phone company to make the transfer. Once the back was removed, the phone was clearly a REFURBISHED phone from the manufacturer. Reluctantly, I placed the battery and let it charge for 12 hours until it said charge complete. I turned the phone on and let it sit for 24 hours without using it. The next day, it was totally drained. I repeated the steps again to just be sure and this time, I let the phone charge for 24 hours. Again ,I left the phone and low and behold, it was totally drained. This phone was either damaged, or had a battery problem which I will never know. I will not buy from these people again. I have to now pay for a return shipping and waste more time taking it to UPS and wait for the credit to be issued.....AGGRAVATING.....",negative
"This phone is great. Does just what it should and I think it is better made than most of the lower end phones a person can buy now days. They seem to be more fragile, lighter weight and cheaply made. This phone takes really nice pictures, too. It isn't iPad quality, but for the price I am very happy.",positive
Good phone! Phone arrived kind of dirty but phone works great!,positive
"Bought this for my parents who were reluctant to try a smartphone when their razr stopped working on their provider. Didn't work. Gave 3 stars because the seller tried to make it right but the second didn't work either. Oh well, I tried.",negative
"These are great phones. My wife's old one had a broken screen, so I replaced this and my son's non RAZR phone. We had good experience with the RAZR, so we decided to get 2 this time. I ""upgraded"" both phones online without any issues. We have an old Verizon plan, didn't want to pay the required data plan for a new smart phone, and didn't like their current non-smart phones. I'm guessing that Verizon intentional had some bad non-smart phones so people would lean towards the more profitable smart phones and plans. We only use our phones for calls, so this was a great alternative to getting a Verizon store offered phone. I am a long time Verizon customer, but would have switched to another provider than pay for an unnecessary data plan if I had to. I am happy I can keep my old plan, and not have to switch to their newer plans. Note that Verizon customer support did not volunteer this upgrade option (buying replacement phone from non-Verizon store) until I asked them directly. I also could not get my GetItNow or BackupAssitant (contact auto-sync) to work on these legacy/unsupported Verizon phones. Not a show stopper for me since I printed (but wasted too much paper--wished they had a simple list view) the contacts that were already in the contacts online from my old, broken phone, and just manually copy/backup the numbers now. Also we (wife and I) don't use GetItNow (much). Too bad since I thought BackupAssistant was one of Verizon's better, more useful features, especially when upgrading phones. It was (and still is) annoying that they didn't upgrade their error messge when trying to run GetItNow/Get_New_App from ""Unable to retrieve catalog. Please try again later. (3332)"" to ""Legacy/unsupported phone. Don't waste your time to try again"". If I didn't see the reviews for this error, I think I would have wasted my time with Verizon support since I didn't see any positive feedback (good/simple solutions) yet. If they wanted to fix the issue, they would of had a good, simple resolution a few years ago, not just possibly getting support at a Verizion store, and possibly getting an unusable phone at the end. Again, my online ""upgrade/replacement"" of my phone was simple and straigtforward, and my phone calls are working fine. I wouldn't think Verison would make much money from supporting or if they still sold these old/legacy phones, so fixing/maintaining their sofware for them would be a very low priority (they wouldn't want say they give no support to their existing phones). At the end, I am still happy I could keep my old (non-data) plan, fix/replace my phone, even though I don't have BackupAssitant. Phone and phone call quality is still 5 stars. Verizon's GetItNow and BackupAssitant support of these legacy Verizon phones, 2 stars.",positive
"Very delayed, asked if it had any noticeable defects knowing it was refurbished/used, but was assured it worked great. Extremely delayed navigating from contacts to messages, and so on. Going to have to buy another phone.",positive
"This is an old school Motorola phone, but works well and is reliable. The only thing I am not crazy aout is that the battery doesn't last long. It really needs to be plugged in each night. I bought a newer battery, but it still doesn't last that long.",positive
I really like this phone. It has better reception than my last phone. Less dropped calls and clearer voice reception. Like the size and how easily it opens. I am even getting used to the pink color.,positive
Worked pretty good. A little laggy though and sometimes it seemed as though I would text too fast for it to keep up. I still enjoyed it though.,positive
I was not able to activate the phone (the numbers I needed off of the back were missing).Some numbers on the phone did not work. I had to pay for shipping to receive it and to ship it back. I was only refunded the amount I paid for the phone.,positive
excellent product and service.,positive
"Motorola razr gets a 4 star, basic flip phone, easy to activate. Device can take a memory card for music and photos. That was a nice surprise. Haven't used it yet to give an first hand opinion. Doesn't hold a charge for more than a day. However will re-charge very quickly. Heavy users, better carry a battery pack. People may say wow they still sell those! But if your not into the smartphone phenomenon, this phone will suit you well.",positive
"ESN of the phone does not match the Verizon ESN printed on the sticker in the battery compartment. Consequently, Verizon will not activate phone. Wasted $30.",positive
"I specifically ordered this particular phone because of the ""little to no scratches"" , not the case here. Screen is scratched inside and out, the phone looks like it was dropped on the corners a dozen times at least, scratches on the back also. This seller needs to be a lot more specific to the condition of the phone. Pictures would be an excellent idea, I didn't turn the phone on yet I hope it works.",positive
it was in bad shape full of scratches itlookedas used as it was no hapoy with it at all.,negative
The charger collapsed on receipt. Don't know if the phone works. At $150 bucks would expect a manual in original packaging. Stuff thrown in a box with nothing else!,positive
"I purchased this rather basic piece of equipment ""used"" assuming that the risk of defect was low. I got burned. The device will not power down completely without pulling the battery. Also, the battery is completely depleted after approx 30 mins of talk. The only reason I didn't returned it is because I had already given it to my elderly mother. Plus, I didn't want to expend more of my valuable returning it. The cost was less than $50.",negative
"I bought this for my husband because he doesn't like or want a smartphone. He had an older version of this phone, many years old, and it lasted forever until the battery finally gave out. For about $50 more I was able to get him this new one. It is a great little phone, very slim and light, and the camera and standard features work great. Would recommend for someone who just wants a phone for making and receiving calls, simple texts, and a few pictures here and there.",positive
"The phone arrived just within the time frame for delivery. The outside was in excellent condition and looked almost new. The inside, however, was dirty and had traces of chocolate! The phone performs all of its functions except that the memory card reader does not work. All in all, considering I was looking for a quick replacement for a phone that wasn't working properly, I am happy with the purchase and the price.",negative
"I have had 3 of these phones, this one will not snc to the bluetooth in my car like m other one did, it is the old programming, and it cannot be up dated--I want to return this for a full credit, lets see how I get jerked aroud now",positive
I find this phone to be one of the finest basic phones available. This is my second one. The original lasted six years with one battery replacement. For the money you will not find a better basic phone.,negative
Works well as a secondary devise.,positive
my phone would not connect to the network and it was a verison network and screwed around with it for 2 hours. Never doing that again.,negative
Timely arrival. Phone condition was as advertised. Life of battery seems to be OK. Only disappointment in moving it to my Verizon account was that the pictures I had on the phone wouldn't transfer to this one. Contact phone numbers transferred OK.,positive
"Arrived quickly, charged quickly, added to Cell phone account easily and without and hassles. Great product!",negative
"this phone is terrible, as soon as i received the phone i realized that it wasnt charging at all...dont buy a used phone from amazon...its terrible. when i plug the chaarger it says complete charge after 1 or 2 min of using the phone it starts saying low battery...i had to talk on the phone while it was pluged on the wall...bad experience hopefully ill get a complete refund..",negative
Great phones.. Seller was great to deal with.,positive
Delivered on time. Better than new.,positive
its nice but I was wondering if this phone takes a sim card,positive
Works Great!,positive
The supplier exceeded my expectations as the quality was even better than advertised and the phone go here quickly.,positive
Well pleased with the secondhand RAZR. Thank you so much.,positive
"The phone was ok but battery must have been junk would only stay charged for 1 day and after 2 weeks the sound went completely bad, could not hear incoming or out going calls, ended up purchasing a new phone from Verizon, so much for the LIKE NEW advertisement!",negative
RAZR phone was just as advertised. Used but like-new condition with just a couple of scratches. Shipped promptly as advertised. Having this replacement phone really has saved us from upgrading to a more expensive contract. Verizon staff transferred all the phone numbers with ease at no cost. Thanks Golden Net !,positive
It would not work at the verizon store. We tried a they said it wouldn't work. Disappointed with this phone,positive
"phone was in excellent condition, however the numbers 2 4 6 and 8 did not work. Should have known by the low price it was to good to be true.",positive
"This phone has a mind of it's own. The video works when it wants to and the charge may last a day or 15 minutes.New, this phone is the best, but used, you never know what you're going to get. This particular phone is a dud!",positive
Motorola RAZR V3m Arrived in in good shape and on time. It came with a charger but the battery doesn't always hold a charge.,positive
"Everything as expected, no problems. The case came separate from the phone, which was a little weird, but everything was in great condition and the phone works great.",positive
Replacement for my husband's old one just like it! He loves it!,positive
"It says it's verizon wireless compatible, but it's not. Verizon technical support said they would be unable to activate it. Only works with ""Alltel"" plans.",negative
I ordered this because my current RAZR V3m was not reliable in receiving a signal. After several days I began having the same problem. At first I thought it was Verizon but obviously it's not. I have absolutely no complaints with the vendor.,negative
"It doesn't know when it gets closed, all features related to opening and closing don't work. I knew it was used, but not broken.",positive
Broke within two weeks not a great product used,negative
"Phone is fine, it works and looks good. No damage. Its just that the battery didn't hold a decent charge. You'd think they would test the battery on it or leave notes saying battery isn't good.",positive
"Did work, but not correctly. Shut off at will waste of money.",positive
"This phone doesn't stay charged and when the battery gets low it will not send text without notification the text didn't send. Has cause major headaches!! Sorry I got rid of my other phone, it worked much better than this one.",positive
"no one could program it so sent t back, case was a waste. was with out a phone for 10 days.",negative
I love this phone! I've purchased many over the years and this is the nicest. Exactly as described.,positive
"I had a phone like this before ,and had no problems, this phone even with a new battery with not hold a charge, I would never buy a used cell phone again. It has been plugged into the wall more than used to talk on.",negative
Fast shipping.Phone was in great shape as described.I just wanted a basic phone and this one is perfect.I would recommend this to anyone who wants a basic phone.,positive
"Phones lasted only a few days each; back light out, difficulty in charging. Waste of money, time & effort. Do not recommend.",negative
Piece of crap. Should have known better. It worked for a while BUT started going crazy. I don't recamend. Nope,negative
the battery just keeps going dead so fast. I think yall sold me a defect battery,negative
"I am not a texter so this phone is perfect. Flat, easily fits pockets and all menus are and controls are clearly understandable.",positive
Good little phone,positive
Thanks,positive
"I don't like that you can't personalize anything on the phone. Not settings, not layout, not directional keys, nada. It's difficult to navigate and doesn't have the wide variety of options for viewing messages by contact vs individual message. You also cannot send or I think receive video messages. Has a decent camera however. Also with a used phone the battery life and the battery itself are crap. Wouldn't make this purchase again but is a good phone to get you day to day if yours is broken/defaulty like my old one was.",negative
The phone arrived very well packaged. I activated the phone and it work perfect. The phone was in such great condition it look like it was new.,positive
This phone will not be usable without buying a new battery. This was a waste of money. I would not buy a used phone on Amozon again.,negative
Happy with the purchase.,positive
"This is a great phone. I got exactly what I wanted. I have used it every day, good stinking phone.",positive
I like the small thin design as it fits neatly in my shirt pocket and meets all my wireless needs.,positive
The volume control never worked. Replacement sent and after 1 month white bar across the screen. Was cheap but not worth it all the time wasted and we ended up buying an unused/unopened phone from another seller. Customer service was good but product not.,positive
"Good, reliable & exactly what I ordered.",positive
Works great no problems what so ever I love it,positive
Do not waist your time and money on this product. Phone did not come with a serial number so I cannot use the phone. The sender is not giving me the option to return it either. I'm calling amazon.,negative
"I purchased this phone in hopes of replacing my old razr from Verizon. I was excited when I got this in the mail and the phone looked like official Verizon merchandise but I later learned that not all features were supported by the Verizon network even though this phone is advertised by the seller that it does. The first thing I noticed when I turned the phone on was that the software was different than my old one but I figured the phone may have older/newer software. I went to the Verizon store and they had a little trouble getting the phone activated but once it was up then it was ready to go but only a couple things...it constantly roams and it can not send nor recieve picture messages. I was on the phone with Verizon's tech support for over two hours but they were not able to help me so their suggestion was to go to a Verizon store. So, back to the Verizon store I went where I was told the software that was installed was through Altell...not Verizon. They said they would not be able to flash it to Verizon so that I could actually utilize all the features of the phone without frying the phone. I went to another Verizon store who did attempt to flash it but it did nothing. As the representative looked at the phone she noticed that the back plate which this seller boasted as a Verizon phone was just a little off which indicated that the Verizon back plate was not the original and there were some scuff marks on it...which also indicated that the phone was used..another disappointment since the one I ordered was advertised as new. I paid close to 80.00 for this phone because the seller indicated that it was indeed a Verizon phone and was supported by the Verizon network. $80.00 lesson learned and now I have a phone that I can't use except as a great paper weight and a powerful reminder there isn't always truth in advertising.",negative
"The one works. It smells like cigarettes. I bought it ""like new"". There's a numerous amount of deep scratches. & there's still photos from the orinial user that I cannot delete",positive
